run,dir,cut,variant,outage_m,outage_s,end_m,drift_pct,rmse_m,max_m,after_stop_m,after_stop_s,k_end,err_at_return_m,err_3s_after_m,max_step_m
13,BA,c30,plain,142.86,39.65,13.37,9.36,5.72,13.37,13.43,15.0,1.0,,,
13,BA,c30,gen_k1,142.86,39.65,3.88,2.71,5.94,8.25,3.89,15.0,1.0,,,
13,BA,c30,cor_k1,142.86,39.65,8.31,5.82,13.08,19.53,8.19,15.0,1.0,,,
13,BA,turn,plain,101.42,29.95,14.2,14.0,6.62,14.2,14.25,15.0,1.0,,,
13,BA,turn,gen_k1,101.42,29.95,5.48,5.41,4.35,6.36,5.53,15.0,1.0,,,
13,BA,turn,cor_k1,101.42,29.95,1.14,1.12,10.9,18.82,1.03,15.0,1.0,,,
14,AB,c10,plain,271.32,59.52,22.32,8.23,11.62,22.32,22.88,15.65,1.0,,,
14,AB,c10,gen_k1,271.32,59.52,21.28,7.84,11.66,21.54,21.73,15.65,1.0,,,
14,AB,c10,cor_k1,271.32,59.52,12.89,4.75,13.91,19.91,11.85,15.65,1.0,,,
14,AB,c30,plain,171.36,39.52,2.63,1.54,3.22,4.79,3.65,15.65,1.0,,,
14,AB,c30,gen_k1,171.36,39.52,1.33,0.78,3.22,4.47,2.15,15.65,1.0,,,
14,AB,c30,cor_k1,171.36,39.52,11.4,6.65,12.29,16.39,10.54,15.65,1.0,,,
14,AB,turn,plain,223.93,49.91,3.28,1.47,3.49,5.2,4.22,15.65,1.0,,,
14,AB,turn,gen_k1,223.93,49.91,2.83,1.27,4.12,5.69,3.22,15.65,1.0,,,
14,AB,turn,cor_k1,223.93,49.91,14.55,6.5,15.07,20.53,13.54,15.65,1.0,,,
14,AB,c30r,gen_k1,,,,,,,,,,4.2886471626175595,3.7814235528033135,0.4809351018459323
14,AB,c30r,cor_k1,,,,,,,,,,14.137595593428214,11.60159437967182,2.1590562564219997
15,BA,c10,plain,268.17,66.35,7.82,2.91,6.26,8.54,7.98,15.03,1.0,,,
15,BA,c10,gen_k1,268.17,66.35,9.84,3.67,7.32,10.31,10.12,15.03,1.0,,,
15,BA,c10,cor_k1,268.17,66.35,7.17,2.67,8.41,14.84,7.37,15.03,1.0,,,
15,BA,c30,plain,168.34,46.35,7.79,4.63,5.42,8.03,7.97,15.03,1.0,,,
15,BA,c30,gen_k1,168.34,46.35,9.51,5.65,6.52,9.64,9.77,15.03,1.0,,,
15,BA,c30,cor_k1,168.34,46.35,7.48,4.44,6.95,9.23,7.4,15.03,1.0,,,
15,BA,c60,plain,41.22,16.35,3.64,8.84,1.77,3.79,3.7,15.03,1.0,,,
15,BA,c60,gen_k1,41.22,16.35,5.17,12.54,4.56,5.37,5.41,15.03,1.0,,,
